filename,raw_cost,cost,timer,raw_origin,origin,raw_relative,relative,use_generated,use_generated_rc,plan,baseline
31c.sql,1004.691,674.3590831756592,1454.641342163086,592.709,674.3576526641846,1.6950830846165659,1.0000021212949375,False,2.157076940428028,"((((((((((cn mc) mi) it1) ci) n) mi_idx) mk) k) it2) t) NoHashJoin(ci cn it1 it2 k mc mi mi_idx mk n t) NoHashJoin(ci cn it1 mc mi mi_idx mk n k) NoHashJoin(ci cn it1 mc mi mi_idx n mk) NoHashJoin(ci cn it1 mc mi n mi_idx) NoHashJoin(ci cn it1 mc mi n) NoHashJoin(cn mc mi it1) NoMergeJoin(cn it1 mc mi ci) NoMergeJoin(cn mc mi)/*+ NoMergeJoin(cn mc mi) NoHashJoin(cn mc mi it1) NoMergeJoin(cn it1 mc mi ci) NoHashJoin(ci cn it1 mc mi n) NoHashJoin(ci cn it1 mc mi n mi_idx) NoHashJoin(ci cn it1 mc mi mi_idx n mk) NoHashJoin(ci cn it1 mc mi mi_idx mk n k) NoHashJoin(ci cn it1 it2 k mc mi mi_idx mk n t) */ select min(mi.info) AS movie_budget,
min(mi_idx.info) AS movie_votes,
min(n.name) AS writer,
min(t.title) AS violent_liongate_movie
from company_name AS cn
inner join movie_companies AS mc
on cn.id = mc.company_id AND cn.name like 'Lionsgate%'
inner join movie_info AS mi
on mi.movie_id = mc.movie_id AND mi.info IN ('Horror',
'Action',
'Sci-Fi',
'Thriller',
'Crime',
'War')
inner join info_type AS it1
on it1.id = mi.info_type_id AND it1.info = 'genres'
inner join cast_info AS ci
on ci.movie_id = mc.movie_id AND ci.movie_id = mi.movie_id AND ci.note IN ('(writer)',
'(head writer)',
'(written by)',
'(story)',
'(story editor)')
inner join name AS n
on n.id = ci.person_id
inner join movie_info_idx AS mi_idx
on mi_idx.movie_id = mc.movie_id AND ci.movie_id = mi_idx.movie_id AND mi.movie_id = mi_idx.movie_id
inner join movie_keyword AS mk
on mk.movie_id = mc.movie_id AND mi_idx.movie_id = mk.movie_id AND ci.movie_id = mk.movie_id AND mi.movie_id = mk.movie_id
inner join keyword AS k
on k.id = mk.keyword_id AND k.keyword IN ('murder',
'violence',
'blood',
'gore',
'death',
'female-nudity',
'hospital')
inner join info_type AS it2
on it2.id = mi_idx.info_type_id AND it2.info = 'votes'
inner join title AS t
on t.id = mi_idx.movie_id AND t.id = mk.movie_id AND t.id = mi.movie_id AND t.id = mc.movie_id AND t.id = ci.movie_id;","[('cn', 'mc'), (0, 'mi_idx'), (1, 'it2'), (2, 'mi'), (3, 'it1'), (4, 't'), (5, 'mk'), (6, 'k'), (7, 'ci'), (8, 'n')]"
7c.sql,3727.33,4087.2294902801514,4058.0646991729736,4053.487,4087.2275829315186,0.9195366853279657,1.0000004666607363,False,0.9928648740088928,"(((((((it pi) n) an) ci) ml) lt) t) NoHashJoin(an ci it n pi ml) NoHashJoin(it pi) NoMergeJoin(an ci it lt ml n pi t) NoMergeJoin(an it n pi ci)/*+ NoHashJoin(it pi) NoMergeJoin(an it n pi ci) NoHashJoin(an ci it n pi ml) NoMergeJoin(an ci it lt ml n pi t) */ select min(n.name) AS cast_member_name,
min(pi.info) AS cast_member_info
from info_type AS it
inner join person_info AS pi
on it.id = pi.info_type_id AND it.info = 'mini biography' AND pi.note IS NOT NULL
inner join name AS n
on n.id = pi.person_id AND n.name_pcode_cf BETWEEN 'A' AND 'F' AND ( n.gender = 'm' OR ( n.gender = 'f' AND n.name like 'A%'))
inner join aka_name AS an
on n.id = an.person_id AND pi.person_id = an.person_id AND an.name IS NOT NULL AND ( an.name like '%a%' OR an.name like 'A%')
inner join cast_info AS ci
on ci.person_id = n.id AND an.person_id = ci.person_id AND pi.person_id = ci.person_id
inner join movie_link AS ml
on ci.movie_id = ml.linked_movie_id
inner join link_type AS lt
on lt.id = ml.link_type_id AND lt.link IN ('references',
'referenced in',
'features',
'featured in')
inner join title AS t
on ml.linked_movie_id = t.id AND t.id = ci.movie_id AND t.production_year BETWEEN 1980 AND 2010;","[('it', 'pi'), (0, 'an'), (1, 'n'), (2, 'ci'), (3, 'ml'), (4, 'lt'), (5, 't')]"
10b.sql,151.811,305.32312393188477,433.43186378479004,274.653,305.32169342041016,0.5527374541694429,1.00000468525986,False,1.4195907894038162,"((((((cn mc) t) ci) rt) chn) ct) NoHashJoin(ci cn mc rt t chn) NoNestLoop(chn ci cn mc rt t ct) NoNestLoop(ci cn mc t rt)/*+ NoNestLoop(ci cn mc t rt) NoHashJoin(ci cn mc rt t chn) NoNestLoop(chn ci cn mc rt t ct) */ select min(chn.name) AS character,
min(t.title) AS russian_mov_with_actor_producer
from company_name AS cn
inner join movie_companies AS mc
on cn.id = mc.company_id AND cn.country_code = '[ru]'
inner join title AS t
on t.id = mc.movie_id AND t.production_year > 2010
inner join cast_info AS ci
on t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND ci.note like '%(producer)%'
inner join role_type AS rt
on rt.id = ci.role_id AND rt.role = 'actor'
inner join char_name AS chn
on chn.id = ci.person_role_id
inner join company_type AS ct
on ct.id = mc.company_type_id;","[('cn', 'mc'), (0, 't'), (1, 'ci'), (2, 'rt'), (3, 'chn'), (4, 'ct')]"
15d.sql,595.451,1372.5192546844482,956.2859535217285,1327.554,1372.5178241729736,0.44853241374738806,1.000001042253477,False,0.6967384588232576,"((((((((it1 mi) mk) k) at) mc) cn) ct) t) NoHashJoin(it1 k mi mk at) NoHashJoin(it1 mi mk k) NoHashJoin(it1 mi) NoMergeJoin(at cn ct it1 k mc mi mk t) NoMergeJoin(at it1 k mc mi mk cn) NoNestLoop(at cn it1 k mc mi mk ct)/*+ NoHashJoin(it1 mi) NoHashJoin(it1 mi mk k) NoHashJoin(it1 k mi mk at) NoMergeJoin(at it1 k mc mi mk cn) NoNestLoop(at cn it1 k mc mi mk ct) NoMergeJoin(at cn ct it1 k mc mi mk t) */ select min(at.title) AS aka_title,
min(t.title) AS internet_movie_title
from info_type AS it1
inner join movie_info AS mi
on it1.id = mi.info_type_id AND it1.info = 'release dates' AND mi.note like '%internet%'
inner join movie_keyword AS mk
on mk.movie_id = mi.movie_id
inner join keyword AS k
on k.id = mk.keyword_id
inner join aka_title AS at
on mi.movie_id = at.movie_id AND mk.movie_id = at.movie_id
inner join movie_companies AS mc
on mc.movie_id = at.movie_id AND mk.movie_id = mc.movie_id AND mi.movie_id = mc.movie_id
inner join company_name AS cn
on cn.id = mc.company_id AND cn.country_code = '[us]'
inner join company_type AS ct
on ct.id = mc.company_type_id
inner join title AS t
on t.id = mc.movie_id AND t.id = at.movie_id AND t.id = mk.movie_id AND t.id = mi.movie_id AND t.production_year > 1990;","[('it1', 'mi'), (0, 't'), (1, 'mc'), (2, 'cn'), (3, 'ct'), (4, 'mk'), (5, 'k'), (6, 'at')]"
29b.sql,29.859,4159.346342086792,700.4437446594238,36.001,4159.344434738159,0.8293936279547791,1.0000004585695326,False,0.16840243832884652,"((((((((((((((((k mk) cc) cct2) t) cct1) mi) it) ci) rt) pi) n) it3) an) chn) mc) cn) NoHashJoin(an cc cct1 cct2 chn ci it it3 k mi mk n pi rt t mc) NoHashJoin(an cc cct1 cct2 ci it it3 k mi mk n pi rt t chn) NoHashJoin(cc cct1 cct2 ci it it3 k mi mk n pi rt t an) NoHashJoin(cc cct1 cct2 ci it k mi mk n pi rt t it3) NoHashJoin(cc cct1 cct2 ci it k mi mk t rt) NoHashJoin(cc cct1 cct2 k mi mk t it) NoHashJoin(k mk) NoMergeJoin(cc cct1 cct2 ci it k mi mk rt t pi) NoMergeJoin(cc cct1 cct2 it k mi mk t ci)/*+ NoHashJoin(k mk) NoHashJoin(cc cct1 cct2 k mi mk t it) NoMergeJoin(cc cct1 cct2 it k mi mk t ci) NoHashJoin(cc cct1 cct2 ci it k mi mk t rt) NoMergeJoin(cc cct1 cct2 ci it k mi mk rt t pi) NoHashJoin(cc cct1 cct2 ci it k mi mk n pi rt t it3) NoHashJoin(cc cct1 cct2 ci it it3 k mi mk n pi rt t an) NoHashJoin(an cc cct1 cct2 ci it it3 k mi mk n pi rt t chn) NoHashJoin(an cc cct1 cct2 chn ci it it3 k mi mk n pi rt t mc) */ select min(chn.name) AS voiced_char,
min(n.name) AS voicing_actress,
min(t.title) AS voiced_animation
from keyword AS k
inner join movie_keyword AS mk
on k.id = mk.keyword_id AND k.keyword = 'computer-animation'
inner join complete_cast AS cc
on mk.movie_id = cc.movie_id
inner join comp_cast_type AS cct2
on cct2.id = cc.status_id AND cct2.kind = 'complete+verified'
inner join title AS t
on t.id = cc.movie_id AND t.id = mk.movie_id AND t.title = 'Shrek 2' AND t.production_year BETWEEN 2000 AND 2005
inner join comp_cast_type AS cct1
on cct1.id = cc.subject_id AND cct1.kind = 'cast'
inner join movie_info AS mi
on t.id = mi.movie_id AND mi.movie_id = cc.movie_id AND mi.movie_id = mk.movie_id AND mi.info like 'USA:%200%'
inner join info_type AS it
on it.id = mi.info_type_id AND it.info = 'release dates'
inner join cast_info AS ci
on mi.movie_id = ci.movie_id AND t.id = ci.movie_id AND ci.movie_id = cc.movie_id AND ci.movie_id = mk.movie_id AND ci.note IN ('(voice)',
'(voice) (uncredited)',
'(voice: English version)')
inner join role_type AS rt
on rt.id = ci.role_id AND rt.role = 'actress'
inner join person_info AS pi
on ci.person_id = pi.person_id
inner join name AS n
on n.id = pi.person_id AND n.id = ci.person_id AND n.gender = 'f' AND n.name like '%An%'
inner join info_type AS it3
on it3.id = pi.info_type_id AND it3.info = 'height'
inner join aka_name AS an
on n.id = an.person_id AND ci.person_id = an.person_id
inner join char_name AS chn
on chn.id = ci.person_role_id AND chn.name = 'Queen'
inner join movie_companies AS mc
on t.id = mc.movie_id AND mc.movie_id = cc.movie_id AND mc.movie_id = mi.movie_id AND mc.movie_id = mk.movie_id AND mc.movie_id = ci.movie_id
inner join company_name AS cn
on cn.id = mc.company_id AND cn.country_code = '[us]';","[('k', 'mk'), (0, 'cc'), ('cct1', 1), ('cct2', 2), (3, 'mi'), (4, 'ci'), (5, 'rt'), (6, 'pi'), ('it3', 7), (8, 'an'), (9, 'it'), (10, 'n'), (11, 't'), (12, 'chn'), (13, 'mc'), (14, 'cn')]"
30b.sql,277.657,726.2675762176514,760.3623867034912,585.987,726.2659072875977,0.4738279176841807,1.000002297960068,False,1.0469476524696506,"(((((((((((k mk) cc) cct2) t) cct1) mi) mi_idx) it2) it1) ci) n) NoHashJoin(cc cct1 cct2 k mi mk t mi_idx) NoHashJoin(k mk)/*+ NoHashJoin(k mk) NoHashJoin(cc cct1 cct2 k mi mk t mi_idx) */ select min(mi.info) AS movie_budget,
min(mi_idx.info) AS movie_votes,
min(n.name) AS writer,
min(t.title) AS complete_gore_movie
from keyword AS k
inner join movie_keyword AS mk
on k.id = mk.keyword_id AND k.keyword IN ('murder',
'violence',
'blood',
'gore',
'death',
'female-nudity',
'hospital')
inner join complete_cast AS cc
on mk.movie_id = cc.movie_id
inner join comp_cast_type AS cct2
on cct2.id = cc.status_id AND cct2.kind = 'complete+verified'
inner join title AS t
on t.id = cc.movie_id AND t.id = mk.movie_id AND t.production_year > 2000 AND ( t.title like '%Freddy%' OR t.title like '%Jason%' OR t.title like 'Saw%')
inner join comp_cast_type AS cct1
on cct1.id = cc.subject_id AND cct1.kind IN ('cast',
'crew')
inner join movie_info AS mi
on t.id = mi.movie_id AND mi.movie_id = cc.movie_id AND mi.movie_id = mk.movie_id AND mi.info IN ('Horror',
'Thriller')
inner join movie_info_idx AS mi_idx
on mi.movie_id = mi_idx.movie_id AND t.id = mi_idx.movie_id AND mi_idx.movie_id = cc.movie_id AND mi_idx.movie_id = mk.movie_id
inner join info_type AS it2
on it2.id = mi_idx.info_type_id AND it2.info = 'votes'
inner join info_type AS it1
on it1.id = mi.info_type_id AND it1.info = 'genres'
inner join cast_info AS ci
on t.id = ci.movie_id AND ci.movie_id = cc.movie_id AND ci.movie_id = mi_idx.movie_id AND ci.movie_id = mi.movie_id AND ci.movie_id = mk.movie_id AND ci.note IN ('(writer)',
'(head writer)',
'(written by)',
'(story)',
'(story editor)')
inner join name AS n
on n.id = ci.person_id AND n.gender = 'm';","[('k', 'mk'), (0, 't'), (1, 'cc'), (2, 'ci'), (3, 'mi'), (4, 'mi_idx'), (5, 'cct1'), (6, 'it1'), (7, 'it2'), (8, 'cct2'), (9, 'n')]"
19d.sql,12102.08,12675.868272781372,12507.632732391357,12621.243,12675.866842269897,0.9588659373724125,1.000000112853148,False,0.9867279995938791,"(((((((((ci t) rt) chn) an) mi) it) n) mc) cn) NoHashJoin(an chn ci it mc mi n rt t cn) NoHashJoin(an chn ci it mi n rt t mc) NoHashJoin(an chn ci it mi rt t n) NoHashJoin(an chn ci mi rt t it) NoHashJoin(an chn ci rt t mi) NoHashJoin(ci rt t chn) NoNestLoop(chn ci rt t an) NoNestLoop(ci t rt)/*+ NoNestLoop(ci t rt) NoHashJoin(ci rt t chn) NoNestLoop(chn ci rt t an) NoHashJoin(an chn ci rt t mi) NoHashJoin(an chn ci mi rt t it) NoHashJoin(an chn ci it mi rt t n) NoHashJoin(an chn ci it mi n rt t mc) NoHashJoin(an chn ci it mc mi n rt t cn) */ select min(n.name) AS voicing_actress,
min(t.title) AS jap_engl_voiced_movie
from cast_info AS ci
inner join title AS t
on t.id = ci.movie_id AND ci.note IN ('(voice)',
'(voice: Japanese version)',
'(voice) (uncredited)',
'(voice: English version)') AND t.production_year > 2000
inner join role_type AS rt
on rt.id = ci.role_id AND rt.role = 'actress'
inner join char_name AS chn
on chn.id = ci.person_role_id
inner join aka_name AS an
on ci.person_id = an.person_id
inner join movie_info AS mi
on mi.movie_id = ci.movie_id AND t.id = mi.movie_id
inner join info_type AS it
on it.id = mi.info_type_id AND it.info = 'release dates'
inner join name AS n
on n.id = an.person_id AND n.id = ci.person_id AND n.gender = 'f'
inner join movie_companies AS mc
on mc.movie_id = ci.movie_id AND t.id = mc.movie_id AND mc.movie_id = mi.movie_id
inner join company_name AS cn
on cn.id = mc.company_id AND cn.country_code = '[us]';","[('rt', 'ci'), (0, 'n'), (1, 't'), (2, 'mi'), ('it', 3), (4, 'chn'), (5, 'mc'), (6, 'cn'), (7, 'an')]"
2b.sql,840.009,791.933536529541,1053.3928871154785,752.763,791.9316291809082,1.1159010206399624,1.0000024084763919,False,1.3301563522661655,"((((k mk) t) mc) cn) NoHashJoin(k mk t) NoHashJoin(k mk) NoMergeJoin(k mc mk t cn) NoMergeJoin(k mk t mc)/*+ NoHashJoin(k mk) NoHashJoin(k mk t) NoMergeJoin(k mk t mc) NoMergeJoin(k mc mk t cn) */ select min(t.title) AS movie_title
from keyword AS k
inner join movie_keyword AS mk
on mk.keyword_id = k.id AND k.keyword = 'character-name-in-title'
inner join title AS t
on t.id = mk.movie_id
inner join movie_companies AS mc
on mc.movie_id = t.id AND mc.movie_id = mk.movie_id
inner join company_name AS cn
on cn.id = mc.company_id AND cn.country_code = '[nl]';","[('k', 'mk'), (0, 'mc'), (1, 'cn'), (2, 't')]"
15c.sql,451.419,793.2229042053223,814.1944408416748,747.424,793.2217121124268,0.6039664233420388,1.000001502849553,False,1.0264399327564997,"((((((((it1 mi) mk) k) at) mc) cn) ct) t) NoHashJoin(it1 k mi mk at) NoHashJoin(it1 mi mk k) NoHashJoin(it1 mi) NoMergeJoin(at cn ct it1 k mc mi mk t) NoMergeJoin(at it1 k mc mi mk cn) NoNestLoop(at cn it1 k mc mi mk ct)/*+ NoHashJoin(it1 mi) NoHashJoin(it1 mi mk k) NoHashJoin(it1 k mi mk at) NoMergeJoin(at it1 k mc mi mk cn) NoNestLoop(at cn it1 k mc mi mk ct) NoMergeJoin(at cn ct it1 k mc mi mk t) */ select min(mi.info) AS release_date,
min(t.title) AS modern_american_internet_movie
from info_type AS it1
inner join movie_info AS mi
on it1.id = mi.info_type_id AND it1.info = 'release dates' AND mi.note like '%internet%' AND mi.info IS NOT NULL AND ( mi.info like 'USA:% 199%' OR mi.info like 'USA:% 200%')
inner join movie_keyword AS mk
on mk.movie_id = mi.movie_id
inner join keyword AS k
on k.id = mk.keyword_id
inner join aka_title AS at
on mi.movie_id = at.movie_id AND mk.movie_id = at.movie_id
inner join movie_companies AS mc
on mc.movie_id = at.movie_id AND mk.movie_id = mc.movie_id AND mi.movie_id = mc.movie_id
inner join company_name AS cn
on cn.id = mc.company_id AND cn.country_code = '[us]'
inner join company_type AS ct
on ct.id = mc.company_type_id
inner join title AS t
on t.id = mc.movie_id AND t.id = at.movie_id AND t.id = mk.movie_id AND t.id = mi.movie_id AND t.production_year > 1990;","[('it1', 'mi'), (0, 't'), (1, 'mc'), (2, 'cn'), (3, 'ct'), (4, 'mk'), (5, 'k'), (6, 'at')]"
23b.sql,45.491,145.34497261047363,487.34474182128906,77.149,145.34354209899902,0.589651194441924,1.000009842277503,False,3.353053976690206,"((((((((((k mk) cc) cct1) t) mi) kt) it1) mc) cn) ct) NoHashJoin(cc cct1 k kt mi mk t it1) NoHashJoin(cc cct1 k mk t) NoMergeJoin(cc cct1 it1 k kt mc mi mk t cn) NoMergeJoin(cc cct1 k mk t mi) NoMergeJoin(cc k mk cct1) NoNestLoop(cc cct1 cn it1 k kt mc mi mk t ct)/*+ NoMergeJoin(cc k mk cct1) NoHashJoin(cc cct1 k mk t) NoMergeJoin(cc cct1 k mk t mi) NoHashJoin(cc cct1 k kt mi mk t it1) NoMergeJoin(cc cct1 it1 k kt mc mi mk t cn) NoNestLoop(cc cct1 cn it1 k kt mc mi mk t ct) */ select min(kt.kind) AS movie_kind,
min(t.title) AS complete_nerdy_internet_movie
from keyword AS k
inner join movie_keyword AS mk
on k.id = mk.keyword_id AND k.keyword IN ('nerd',
'loner',
'alienation',
'dignity')
inner join complete_cast AS cc
on mk.movie_id = cc.movie_id
inner join comp_cast_type AS cct1
on cct1.id = cc.status_id AND cct1.kind = 'complete+verified'
inner join title AS t
on t.id = cc.movie_id AND t.id = mk.movie_id AND t.production_year > 2000
inner join movie_info AS mi
on t.id = mi.movie_id AND mi.movie_id = cc.movie_id AND mk.movie_id = mi.movie_id AND mi.note like '%internet%' AND mi.info like 'USA:% 200%'
inner join kind_type AS kt
on kt.id = t.kind_id AND kt.kind IN ('movie')
inner join info_type AS it1
on it1.id = mi.info_type_id AND it1.info = 'release dates'
inner join movie_companies AS mc
on mi.movie_id = mc.movie_id AND t.id = mc.movie_id AND mc.movie_id = cc.movie_id AND mk.movie_id = mc.movie_id
inner join company_name AS cn
on cn.id = mc.company_id AND cn.country_code = '[us]'
inner join company_type AS ct
on ct.id = mc.company_type_id;","[('k', 'mk'), (0, 't'), ('kt', 1), (2, 'cc'), ('cct1', 3), (4, 'mc'), (5, 'cn'), (6, 'ct'), (7, 'mi'), (8, 'it1')]"
